LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Descriptions
PER,SUICIDE,TOT,SUM,PER,A,eleven,1.8,
PER,SUICIDE,TOT,SUM,PER,A,twelve,2.3,
PER,SUICIDE,TOT,SUM,PER,A,thirteen,1.2,
PER,SUICIDE,TOT,SUM,PER,A,fourteen,1.4,
PER,SUICIDE,TOT,SUM,PER,A,fifteen,0.9,
PER,SUICIDE,TOT,SUM,PER,A,sixteen,1.4,
PER,SUICIDE,TOT,SUM,PER,A,seventeen,1.3,
PER,SUICIDE,TOT,SUM,PER,A,eighteen,1.7, http://www.discover-peru.org/peru-history-timeline/. The fluctuating rate of suicide rates may be due to these events: 1968 – Coup d’état by Juan Velasco Alvarado. Large scale nationalizations of key industries. 1975 – Coup d’état by Morales Bermudez. 1983 – El Niño caused extensive flooding in the north of the country and drought in the interior. Large damage to the economy. 1990 – First government of Alberto Fujimori. Restored market based economy and decreased inflation from 400% to almost 0%,
ROU,SUICIDE,TOT,SUM,PER,A,eightyNine,12.6,
ROU,SUICIDE,TOT,SUM,PER,A,ninety,10.3,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyOne,10.8,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyTwo,13.2,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyThree,13.7,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyFour,14.1,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyFive,13.5,
ROU,SUICIDE,TOT,SUM,PER,A,ninetySix,13.7,
ROU,SUICIDE,TOT,SUM,PER,A,ninetySeven,13.8,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyEight,13.5,
ROU,SUICIDE,TOT,SUM,PER,A,ninetyNine,13.1,
ROU,SUICIDE,TOT,SUM,PER,A,zero,13.5,
ROU,SUICIDE,TOT,SUM,PER,A,one,12.8,
ROU,SUICIDE,TOT,SUM,PER,A,two,14.6,
ROU,SUICIDE,TOT,SUM,PER,A,three,13.7,
ROU,SUICIDE,TOT,SUM,PER,A,four,12.9,
ROU,SUICIDE,TOT,SUM,PER,A,five,12.4,
ROU,SUICIDE,TOT,SUM,PER,A,six,12.8,
ROU,SUICIDE,TOT,SUM,PER,A,seven,11.5,
ROU,SUICIDE,TOT,SUM,PER,A,eight,11.6,
ROU,SUICIDE,TOT,SUM,PER,A,nine,12.1,
ROU,SUICIDE,TOT,SUM,PER,A,ten,12.8,
ROU,SUICIDE,TOT,SUM,PER,A,eleven,11.8,
ROU,SUICIDE,TOT,SUM,PER,A,twelve,12.2,
ROU,SUICIDE,TOT,SUM,PER,A,thirteen,11.7,
ROU,SUICIDE,TOT,SUM,PER,A,fourteen,10.8,
ROU,SUICIDE,TOT,SUM,PER,A,fifteen,10.9,
ROU,SUICIDE,TOT,SUM,PER,A,sixteen,9.6,
ROU,SUICIDE,TOT,SUM,PER,A,seventeen,9.4,
ROU,SUICIDE,TOT,SUM,PER,A,eighteen,9.5,
ROU,SUICIDE,TOT,SUM,PER,A,nineteen,8.6,https://www.bbc.com/news/world-europe-17776876. The fluctuating rate of suicide rates may be due to these events: 1977 - Bucharest earthquake kills around 1500 people. 1985-86 - Austerity programme aimed at reducing foreign debt leads to food shortages and widespread power cuts. 1990 - Student and opposition protests against ex-communist leadership crushed when 20000 miners are brought in to stage a counter demonstration. 2005 - Romania signs EU accession treaty. 2017 - Some 200000 people protest over government attempts to water down corruption measures,
